Cidade,Nome da Praia,Trecho / Ponto de Referência,Período de Amostragem,Status,Classificação dos 100m
LUCENA - PB,GAMELEIRA E FAGUNDES,Rua Porfírio Guedes Lucena,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
LUCENA - PB,GAMELEIRA E FAGUNDES,Rua Gilberto da São Patrício,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
LUCENA - PB,COSTINHA,Rua Santo Antônio,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
CABEDELO - PB,"MIRAMAR, PONTA DE MATO E FORMOSA",Rua da Onda,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
CABEDELO - PB,"MIRAMAR, PONTA DE MATO E FORMOSA",Avenida Oceano Atlântico,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
CABEDELO - PB,"MIRAMAR, PONTA DE MATO E FORMOSA",Rua Joarez Távora,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
CABEDELO - PB,AREIA DOURADA E CAMBOINHA,Rua Zilda Pessoa Barredo,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
CABEDELO - PB,AREIA DOURADA E CAMBOINHA,Rua Maria Fernandes Viana,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
CABEDELO - PB,POÇO E PONTA DE CAMPINA,Rua Santa Cavalcante,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
CABEDELO - PB,POÇO E PONTA DE CAMPINA,Rua Henrique Siqueira,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
CABEDELO - PB,INTERMARES,Avenida Mar Vermelho,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,BESSA I E BESSA,Avenida Arthur Monteiro de Paiva,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,BESSA I E BESSA,Rua Severino Nicolau de Melo,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,BESSA II,Rua Antônio Batista de Araújo,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,MANAÍRA E TAMBAÚ,Avenida João Maurício,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,MANAÍRA E TAMBAÚ,Avenida Manoel Moraes,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,MANAÍRA E TAMBAÚ,Rua Geraldo Costa,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,MANAÍRA E TAMBAÚ,Avenida Senador Ruy Carneiro,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,MANAÍRA E TAMBAÚ,Rua José Augusto Trindade,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,CABO BRANCO,Avenida Monsenhor Odilon Coutinho,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,CABO BRANCO,Avenida Cabo Branco,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,CABO BRANCO,Rua Áurea,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,CABO BRANCO,Avenida Cabo Branco,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,SEIXAS,Rua do Pescadores,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,SEIXAS,Rua das Jangadas,18/02/2026 a 19/02/2026,IMPRÓPRIO,Evitar o banho no raio de 100 metros à direita e à esquerda deste ponto
JOÃO PESSOA - PB,PENHA,Rua Ver. Mario Torres de Andrade,18/02/2026 a 19/02/2026,IMPRÓPRIO,Evitar o banho no raio de 100 metros à direita e à esquerda deste ponto
JOÃO PESSOA - PB,PENHA,Avenida Praia dos Pescadores,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,"JACARAPÉ, ARRAIAL E SOL",Rua Manoel Candido Soares,18/02/2026 a 19/02/2026,IMPRÓPRIO,Evitar o banho no raio de 100 metros à direita e à esquerda deste ponto
JOÃO PESSOA - PB,"JACARAPÉ, ARRAIAL E SOL",Rua Geovane de Souza Cavalcanti,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
JOÃO PESSOA - PB,"JACARAPÉ, ARRAIAL E SOL",Rua Francisca Edite Fernandes Moreira,18/02/2026 a 19/02/2026,IMPRÓPRIO,Evitar o banho no raio de 100 metros à direita e à esquerda deste ponto
JOÃO PESSOA - PB,BARRA DO GRAMAME,Rua Gutemberg de Souza,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
CONDE - PB,AMOR E JACUMÃ,Acesso à Praia do Amor,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
CONDE - PB,AMOR E JACUMÃ,Rua Dez de Janeiro Balneário,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
CONDE - PB,CARAPIBÚS E TABATINGA,Avenida Beira Mar,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
CONDE - PB,CARAPIBÚS E TABATINGA,Avenida Tabatinga I,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
CONDE - PB,COQUEIRINHO,Estrada para Coqueirinho,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
CONDE - PB,TAMBABA,Pedra do Coqueiro de Tambaba,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
CONDE - PB,BARRA DO GRAÚ,Avenida Rio Paraíba,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,BELA,Avenida Oceano Atlântico,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,BARRA DO ABIAÍ,Rio Abiaí,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,"PITIMBÚ, MACEIÓ E GUARITA",Rua da Paz,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,"PITIMBÚ, MACEIÓ E GUARITA",Avenida Beira Mar,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,"PITIMBÚ, MACEIÓ E GUARITA",Avenida Beira Mar,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,AZUL/SANTA RITA E COQUEIROS,Avenida Antônio Tavares,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,AZUL/SANTA RITA E COQUEIROS,Rua da Praia,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,PONTA DOS COQUEIROS E ACAÚ/PONTINHA,Rua Almirante Tamandaré,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
PITIMBÚ - PB,PONTA DOS COQUEIROS E ACAÚ/PONTINHA,Rua Projetada 5,18/02/2026 a 19/02/2026,PRÓPRIO,Adequado para banho
